title,release_date,rating,ratings_count,added,genres,tags,developers
Shadow Tactics: Blades of the Shogun,2016-12-05,4.07,463,4651,Strategy|Indie,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Open World|Third Person|Difficult|Survival|Violent|Stealth|Tactical|Space|Nudity|controller support|Historical|Isometric|RTS|overlay|achievements|Assassin|battle|Demons|Ninja|Conspiracy|Real Time Tactics|skill|unique|Traps|match|ancient|japan|sacrifice|samurai,
The Awesome Adventures of Captain Spirit,2018-06-25,3.61,929,4632,Adventure,Singleplayer|Full controller support|Steam Cloud|Atmospheric|Great Soundtrack|Story Rich|Horror|Free to Play|Point & Click|Short|Choices Matter|Memes|Walking Simulator|Drama|Superhero,
Sins of a Solar Empire: Rebellion,2012-06-12,2.73,327,4627,Strategy|Indie,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|steam-trading-cards|Great Soundtrack|Co-op|cooperative|Sci-fi|Online Co-Op|Exploration|Online multiplayer|Local Co-Op|Local Multiplayer|Space|Includes level editor|Moddable|War|Aliens|RTS|Grand Strategy|4X|Real-Time|Diplomacy,
Call of Duty: Modern Warfare Remastered,2016-10-05,3.97,1133,4624,Action|Shooter,Singleplayer|Steam Achievements|Multiplayer|First-Person|FPS|Online Co-Op|Violent|Online multiplayer|War|Remake,
Rage,2011-10-03,3.42,822,4622,Action|Shooter,Singleplayer|Steam Achievements|Multiplayer|Atmospheric|RPG|Co-op|Open World|cooperative|First-Person|Sci-fi|Partial Controller Support|Horror|FPS|Online Co-Op|Gore|Survival|Post-apocalyptic|Crafting|Linear,
Injustice 2,2017-05-09,3.92,952,4617,Fighting,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|steam-trading-cards|Online multiplayer|Local Multiplayer|In-App Purchases|Comic Book|Superhero,
Call of Duty: World at War,2008-11-11,3.96,1197,4607,Shooter,Singleplayer|Multiplayer|Great Soundtrack|Co-op|cooperative|First-Person|Horror|FPS|Online Co-Op|Gore|Classic|Survival|Zombies|Moddable|War|Historical|World War II|Tanks,
World of Goo,2008-10-13,4.02,838,4600,Strategy|Educational|Family|Indie|Puzzle,Singleplayer|Steam Achievements|Multiplayer|Atmospheric|Great Soundtrack|Story Rich|2D|Funny|Difficult|Classic|Comedy|Family Friendly|Cute|Physics|Building|Surreal|puzzles|Touch-Friendly|Satire,
Day of Defeat,2003-05-01,2.83,279,4585,Action,Multiplayer|cooperative|First-Person|FPS|Classic|War|Historical|Team-Based|Military|Valve Anti-Cheat enabled|World War II|Class-Based,
Shadow of the Colossus (2011),2011-09-22,4.25,1016,4584,Action,Atmospheric|Dark|Mystery|Story|Surreal|water|sword|sacrifice,
Magicka 2,2015-05-26,3.69,680,4569,Action|Adventure|RPG,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Atmospheric|steam-trading-cards|RPG|Co-op|Open World|cooperative|Online Co-Op|Fantasy|Funny|Gore|Comedy|Split Screen|Local Co-Op|Local Multiplayer|PvP|Team-Based|Isometric|Memes|Magic,
Baldur's Gate III,2023-08-03,4.43,964,4565,Adventure|RPG|Strategy,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|RPG|Co-op|Online Co-Op|Fantasy|Online multiplayer|Split Screen|Local Co-Op|Local Multiplayer|Cross-Platform Multiplayer|role-playing|Character Customization|Captions available|Isometric|Magic|Steam Trading Cards|CRPG|Party-Based RPG|Role Playing Game|Dungeons & Dragons,
Tell Me Why,2020-08-27,3.18,297,4540,Adventure,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|Story Rich|Third Person|Exploration|Action-Adventure|Captions available|Mystery|Choices Matter|Cinematic|Walking Simulator|Multiple Endings|Drama|Episodic|Emotional|Choose Your Own Adventure|Beautiful|LGBTQ+|Dynamic Narration|Conversation,
Shadow Warrior,1997-05-13,3.33,377,4535,Action|Shooter,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|steam-trading-cards|First-Person|Partial Controller Support|FPS|Funny|Gore|Difficult|Classic|Comedy|Violent|Free to Play|Retro|Anime|Includes level editor|Nudity|Remake|1990's|achievements|Dark Humor|Ninja,
Outlast 2,2017-04-24,3.68,728,4522,Action|Adventure|Indie,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|Story Rich|First-Person|Horror|Gore|Survival|Violent|Dark|Nudity|Survival Horror|controller support|Mature|Parkour|Sexual Content|achievements,
Deathloop,2021-09-14,3.96,542,4519,Action|RPG,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Story Rich|First-Person|FPS|Gore|Violent|Stealth|Action-Adventure|Tactical|PvP|exclusive|Parkour|Sexual Content|Online PvP|Roguelite|Assassin|Immersive Sim|Time Manipulation|island|hunt,
Gears 5,2019-09-10,3.91,840,4514,Action|Shooter,Singleplayer|Multiplayer|Co-op|cooperative|Partial Controller Support|Online Co-Op|Gore|Female Protagonist|Violent|Online multiplayer|Split Screen|Local Co-Op|Local Multiplayer|Cross-Platform Multiplayer|Military|future,
Tomb Raider: Legend,2006-04-06,3.9,532,4512,Action|Adventure,Singleplayer|Third Person|Partial Controller Support|Female Protagonist|Action-Adventure|Controller|Third-Person Shooter|Lara Croft,
Ricochet,2000-11-01,2.38,265,4507,Action|Indie,Multiplayer|Full controller support|First-Person|2D|Sci-fi|Horror|FPS|Classic|Split Screen|Controller|Local Multiplayer|Early Access|Retro|PvP|Space|3D|Colorful|combat|Memes|Cyberpunk|Valve Anti-Cheat enabled|Bullet Hell|Minimalist|2D Fighter|Remote Play Together|2D Platformer|2D-платформер|Conspiracy|Shared/Split Screen PvP|2D-файтинг,
Bully: Scholarship Edition,2008-03-04,4.13,761,4505,Action|Adventure,Singleplayer|Multiplayer|Atmospheric|Great Soundtrack|Story Rich|Open World|First-Person|Third Person|Partial Controller Support|Funny|Exploration|Classic|Sandbox|Comedy|Controller|Mature|Dark Humor|Satire,
Robocraft,2014-07-08,2.57,411,4502,Action|RPG|Simulation|Massively Multiplayer|Indie,Multiplayer|steam-trading-cards|RPG|Open World|Sci-fi|FPS|Online Co-Op|Funny|Sandbox|Free to Play|Online multiplayer|Third-Person Shooter|Early Access|PvP|In-App Purchases|Crafting|Building|mmo|Robots,
Deponia: The Complete Journey,2014-06-03,3.6,418,4498,Adventure|RPG,Singleplayer|Steam Achievements|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Story Rich|2D|Sci-fi|Funny|Comedy|Point & Click|Steampunk|Commentary available|Romance,
Street Fighter V,2016-02-15,3.49,508,4497,Action|Fighting,Singleplayer|Steam Achievements|Multiplayer|Full controller support|steam-trading-cards|Great Soundtrack|2D|Classic|Female Protagonist|Controller|Local Multiplayer|Anime|Cross-Platform Multiplayer|Nudity|Memes|Competitive|Beat 'em up|2.5D|2D Fighter|e-sports,
Trove,2015-07-09,2.67,474,4479,Action|RPG|Casual|Massively Multiplayer,Multiplayer|steam-trading-cards|RPG|Co-op|Open World|Third Person|FPS|Funny|Exploration|Sandbox|Free to Play|Pixel Graphics|Steam Workshop|In-App Purchases|Crafting|Building|mmo|Dungeon Crawler|MMORPG|Voxel,
Deathmatch Classic,2001-06-01,2.75,260,4477,Action,Multiplayer|cooperative|First-Person|Sci-fi|FPS|Classic|Valve Anti-Cheat enabled|Arena Shooter,
Call of Duty 4: Modern Warfare,2007-11-05,4.39,1822,4475,Action|Shooter,Singleplayer|Multiplayer|Atmospheric|Great Soundtrack|Co-op|Story Rich|cooperative|First-Person|FPS|Classic|Controller|PvP|Zombies|Moddable|War|Military|Competitive|Linear|Modern|campaign| first-person shooter,
Overcooked! 2,2018-08-06,4.15,805,4470,Action|Casual|Indie,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|steam-trading-cards|Co-op|cooperative|Online Co-Op|Online multiplayer|Split Screen|Local Co-Op|Local Multiplayer|party|communication,
Resident Evil Revelations,2012-02-07,3.76,633,4469,Action|Adventure,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Co-op|cooperative|Third Person|Sci-fi|Horror|FPS|Online Co-Op|Gore|Female Protagonist|Survival|Local Co-Op|Third-Person Shooter|Zombies|Survival Horror|Valve Anti-Cheat enabled,
Assassin's Creed Valhalla,2020-11-10,3.69,782,4465,Action|Adventure|RPG,Singleplayer|Multiplayer|Atmospheric|RPG|Story Rich|Open World|Third Person|Partial Controller Support|Fantasy|Gore|Female Protagonist|Violent|Stealth|Action-Adventure|Action RPG|Nudity|In-App Purchases|Captions available|Historical|Sexual Content|Assassin|Протагонистка|vikings,
Red Faction: Armageddon,2011-06-07,3.04,401,4465,Action|Shooter,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|Co-op|Open World|cooperative|Third Person|Sci-fi|Partial Controller Support|Horror|FPS|Steam Leaderboards|Third-Person Shooter|Aliens|Valve Anti-Cheat enabled|Linear|Destruction|Mars,
Satellite Reign,2015-08-27,2.65,291,4459,Action|Strategy|Indie,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|RPG|Co-op|Open World|cooperative|Sci-fi|Online Co-Op|Steam Leaderboards|Online multiplayer|Stealth|Local Co-Op|Tactical|Local Multiplayer|Cross-Platform Multiplayer|Isometric|RTS|Cyberpunk|Top-Down|achievements|Kickstarter|Real-Time|Class-Based,
The Evil Within 2,2017-10-11,4.14,820,4458,Action|Shooter|Adventure,Singleplayer|Atmospheric|Story Rich|Horror|FPS|Gore|Violent|Third-Person Shooter|Survival Horror,
Sunset Overdrive,2014-10-28,3.9,724,4450,Action|Shooter|Adventure,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|steam-trading-cards|Great Soundtrack|Open World|cooperative|Third Person|Funny|Comedy|Violent|Third-Person Shooter|Character Customization|Post-apocalyptic|Captions available|Colorful|Parkour,
Life is Strange: Before The Storm,2017-08-31,3.95,1249,4439,Adventure,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|RPG|Story Rich|Third Person|Horror|Female Protagonist|Anime|Point & Click|Mystery|Choices Matter|Memes|Walking Simulator|Multiple Endings|Drama|Episodic|Illuminati|Choose Your Own Adventure|Time Travel|LGBTQ+,
Torchlight,2009-10-26,3.71,666,4427,Action|RPG,Singleplayer|Steam Achievements|Steam Cloud|RPG|Co-op|cooperative|Fantasy|Exploration|Female Protagonist|Action RPG|role-playing|Includes level editor|Moddable|Hack and Slash|Isometric|Magic|Steampunk|Dungeon Crawler|Loot|Cartoon,
Tomb Raider: Anniversary,2007-06-01,3.95,447,4410,Action|Adventure,Singleplayer|Third Person|Partial Controller Support|Classic|Female Protagonist|Action-Adventure|Controller|Third-Person Shooter|Parkour|Remake|3D Vision|Dinosaurs|Lara Croft,
Star Wars Jedi Knight: Jedi Academy,2003-09-16,4.33,653,4407,Action|Shooter,Singleplayer|Multiplayer|Steam Cloud|Great Soundtrack|RPG|First-Person|Third Person|Sci-fi|Partial Controller Support|FPS|Classic|Female Protagonist|Online multiplayer|Local Multiplayer|Third-Person Shooter|Moddable|Hack and Slash|Character Customization|Swordplay|cloud saves|Star Wars,
Ghostrunner,2020-10-27,3.84,638,4398,Action,Singleplayer|Steam Achievements|First-Person|Partial Controller Support|Gore|Violent|Parkour|Cyberpunk,
Gone Home,2013-08-14,3.74,882,4395,Adventure|Indie,Singleplayer|Full controller support|Atmospheric|steam-trading-cards|Great Soundtrack|Story Rich|First-Person|Exploration|Female Protagonist|Point & Click|Captions available|Mystery|Short|Realistic|Walking Simulator|Relaxing|1990's|Commentary available|Romance|Narration|Interactive Fiction|LGBTQ+|suspense,
System Shock 2,1999-08-11,4.14,412,4386,Action|Shooter|RPG,Singleplayer|Atmospheric|steam-trading-cards|Great Soundtrack|RPG|Co-op|Story Rich|cooperative|First-Person|Sci-fi|Horror|FPS|Classic|Survival|Space|role-playing|Survival Horror|Cyberpunk|Cult Classic|Masterpiece|Immersive Sim|Inventory Management,
Awesomenauts,2012-05-01,3.06,414,4377,Action|Strategy|Indie|Platformer,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|steam-trading-cards|Great Soundtrack|Co-op|cooperative|2D|Sci-fi|Online Co-Op|Funny|Steam Leaderboards|Free to Play|Split Screen|Local Co-Op|Controller|Local Multiplayer|Steam Workshop|Space|Includes level editor|Side Scroller|Competitive|Valve Anti-Cheat enabled|Cartoon|MOBA,
Orcs Must Die! 2,2012-07-30,3.71,527,4371,Action|Strategy|Indie,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|steam-trading-cards|Great Soundtrack|RPG|Co-op|cooperative|Third Person|Online Co-Op|Fantasy|Funny|Steam Leaderboards|Female Protagonist|Comedy|Controller|Third-Person Shooter|exclusive|true exclusive|Cartoony|Tower Defense,
Shadowrun: Dragonfall - Director's Cut,2014-09-17,3.81,366,4366,Adventure|RPG|Strategy|Indie,Singleplayer|Steam Achievements|Steam Cloud|Atmospheric|steam-trading-cards|RPG|Story Rich|Sci-fi|Fantasy|Female Protagonist|Tactical|Steam Workshop|Space|role-playing|Includes level editor|Moddable|Turn-Based|combat|Isometric|Turn-Based Strategy|Cyberpunk|Story|Music|battle|Kickstarter|Turn-Based Tactics|character|city|Touch-Friendly|CRPG|Conspiracy|cloud saves|future|build|galaxy|memory|Shadows|android|terror|tablet,
ARMA: Cold War Assault,2001-08-29,2.87,212,4362,Action|Strategy|Simulation,Singleplayer|Multiplayer|Open World|First-Person|Third Person|FPS|Classic|Sandbox|Tactical|Moddable|War|Realistic|Team-Based|Military|Cold War,
Final Fantasy VII (1997),1997-01-31,4.37,1031,4351,Action|Adventure|RPG,Singleplayer|Steam Achievements|Atmospheric|Great Soundtrack|RPG|Story Rich|Open World|Sci-fi|Partial Controller Support|Fantasy|Exploration|Classic|Retro|role-playing|Turn-Based|Turn-Based Strategy|Cyberpunk|Dystopian|JRPG|1990's|Party-Based RPG,
Katana ZERO,2019-04-17,4.39,1129,4333,Action|Indie|Platformer,Singleplayer|Steam Achievements|Full controller support|Great Soundtrack|2D|Pixel Graphics|Retro|combat|Cyberpunk|Story|death|Traps|dodge|dash,
Metro: Last Light,2013-05-13,4.12,1060,4330,Action|Shooter,Dark|character|night|shoot|apocalypse,
Marvel's Spider-Man: Miles Morales,2020-11-12,4.26,929,4316,Action,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Story Rich|Open World|Third Person|Exploration|Stealth|Action-Adventure|exclusive|combat|Parkour|Sexual Content|Comic Book|Superhero|console|offline|Remote Play on TV|spider,
Sonic Generations,2011-11-01,3.9,549,4315,Action|Arcade|Family|Platformer,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Great Soundtrack|2D|Third Person|Funny|Steam Leaderboards|Classic|Controller|stats|Retro|Moddable|Family Friendly|Replay Value|3D|Colorful|Fast-Paced|3D Vision|3D Platformer|Time Travel,
Alien Swarm,2010-07-19,3.33,712,4307,Action|Shooter,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|Co-op|cooperative|Third Person|Sci-fi|Online Co-Op|Survival|Free to Play|Third-Person Shooter|stats|Includes level editor|Moddable|Captions available|Team-Based|Aliens|Top-Down|PvE|Top-Down Shooter|Class-Based,
Spyro Reignited Trilogy,2018-11-13,4.12,537,4303,Action|Adventure,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|Great Soundtrack|Fantasy|Classic|Family Friendly|Cute|Colorful|Steam Trading Cards|Remake|3D Platformer|Dragons|Masterpiece,
Battlerite,2016-09-20,3.22,569,4300,Action,Singleplayer|Multiplayer|Steam Cloud|Atmospheric|Great Soundtrack|RPG|Difficult|Online multiplayer|Early Access|PvP|Hack and Slash|In-App Purchases|Team-Based|Fast-Paced|Competitive|Beat 'em up|Top-Down|Top-Down Shooter|MOBA|Arena Shooter|e-sports,
7 Days to Die,2013-12-13,3.36,493,4298,Shooter|RPG|Indie,Singleplayer|Steam Achievements|Multiplayer|Full controller support|steam-trading-cards|RPG|Co-op|Open World|cooperative|Partial Controller Support|Horror|FPS|Online Co-Op|Gore|Sandbox|Survival|Early Access|Cross-Platform Multiplayer|Zombies|Includes level editor|Survival Horror|Crafting|Building|Voxel,
Kerbal Space Program,2015-04-26,4.16,405,4297,Simulation|Indie,Singleplayer|steam-trading-cards|Open World|Sci-fi|Funny|Exploration|Difficult|Sandbox|Comedy|Space|Moddable|Replay Value|Physics|Building|overlay|Education|Science|vr mod|Space Sim,
Never Alone,2014-11-18,3.47,611,4290,Adventure|Casual|Indie,Singleplayer|Full controller support|Atmospheric|Great Soundtrack|Co-op|Story Rich|cooperative|2D|Female Protagonist|Split Screen|Local Co-Op|Local Multiplayer|Cute|Short|Side Scroller|Story|Puzzle-Platformer|puzzles|2.5D|nature|god|girl|fox,
Everlasting Summer,2013-12-12,3.99,937,4267,Indie,Singleplayer|Steam Achievements|Steam Cloud|Great Soundtrack|Story Rich|2D|Partial Controller Support|Classic|Comedy|Free to Play|Anime|Nudity|Replay Value|Mystery|Choices Matter|Mature|Multiple Endings|Visual Novel|Romance|Dating Sim,
Dota Underlords,2020-02-25,3.02,772,4253,Strategy|Board Games|Casual,Singleplayer|Multiplayer|Steam Cloud|Partial Controller Support|Fantasy|Free to Play|Online multiplayer|Tactical|Early Access|Cross-Platform Multiplayer|Turn-Based|Mature|Competitive|Turn-Based Tactics|Automation|Chess,
Deus Ex 2: Invisible War,2003-12-01,3.1,305,4251,Action|RPG,Singleplayer|Atmospheric|RPG|Story Rich|First-Person|Sci-fi|FPS|Classic|Female Protagonist|Stealth|Action RPG|Cyberpunk|Dystopian|Illuminati|Immersive Sim|Conspiracy|Transhumanism,
Battlefield: Bad Company 2,2010-03-02,4.13,911,4250,Action|Shooter,Singleplayer|Multiplayer|Atmospheric|Co-op|Open World|cooperative|First-Person|FPS|Classic|Sandbox|Comedy|Tactical|War|Team-Based|Military|Destruction,
Totally Accurate Battlegrounds,2018-06-05,2.81,435,4249,Action|Shooter|Indie,Multiplayer|Co-op|Open World|cooperative|First-Person|FPS|Funny|Difficult|Survival|Free to Play|Online multiplayer|PvP|Anime|Physics|Memes|Parody,
Deadlight,2012-06-01,3.62,545,4233,Action|Indie|Platformer,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Story Rich|2D|Horror|Survival|Controller|Zombies|Post-apocalyptic|Short|Side Scroller|Parkour|2.5D|Noir,
Risk of Rain 2,2020-08-11,4.14,688,4232,Action|Shooter|Arcade,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|cooperative|Online Co-Op|Steam Leaderboards|Online multiplayer|Split Screen|Local Co-Op|Local Multiplayer|Early Access|3D,
Clicker Heroes,2015-05-13,2.65,590,4232,Adventure|RPG|Strategy|Simulation|Casual|Indie,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|steam-trading-cards|RPG|Co-op|Open World|cooperative|2D|Fantasy|Funny|Free to Play|stats|Zombies|In-App Purchases|Family Friendly|Memes|Management|Illuminati|Touch-Friendly|Clicker,
Kholat,2015-06-08,2.65,412,4209,Adventure|Simulation|Indie,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Story Rich|Open World|First-Person|Horror|Exploration|Difficult|Survival|Survival Horror|Mystery|Walking Simulator|Other,
